A000319,B000100,B000110,B000293,B000634,B000769,C000025,C000133,C000277,C000651,C000657,C000963,C000988,C001008,D000298,D000347,E000044,E000109,F000011,F000084,F000200,F000333,F000370,G000104,G000141,G000232,G000288,G000323,G000491,H000031,H000192,H000259,H000265,H000446,H000477,H000645,J000128,J000140,J000210,J000257,K000065,K000098,K000129,K000161,K000216,K000233,K000296,L000004,L000241,L000393,M000200,M000369,M000397,M000499,M000547,M000583,M001028,M001129,N000040,N000059,N000062,N000139,N000169,O000140,O000153,P000014,P000217,P000290,P000317,P000372,P000403,P000420,R000059,R000118,R000347,S000337,S000348,S000363,S000415,S000530,S000551,S000577,S000589,S000644,S000730,S000796,S000872,S001081,S001094,T000160,T000330,T000353,U000013,W000012,W000097,W000104,W000164,W000203,W000521,W000561,W000669,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,,,Not Voting,Not Voting,Nay,Nay,Yea,Yea,,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Not Voting,,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,,Yea,1919-12-19,0,,unknown,hr10453,,,,unknown
Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,,,Not Voting,Not Voting,Nay,Nay,Yea,Yea,,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,,Yea,1919-12-19,0,,unknown,hr10453,,,,unknown
Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Nay,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,,,Not Voting,Not Voting,Nay,Nay,Nay,Yea,,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,,Nay,1919-12-19,0,,unknown,hr10453,,,,unknown
Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Nay,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,,Not Voting,Not Voting,Nay,Nay,Nay,Nay,,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,,Nay,1919-12-19,0,,unknown,hr10453,,,,unknown
Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,,,Not Voting,Not Voting,Yea,Yea,Nay,Nay,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,,Yea,1919-12-19,0,,unknown,s3288,,,,unknown
Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,,,Not Voting,Nay,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,,Yea,1919-12-20,0,,unknown,s3288,,,,unknown
Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,,Nay,Yea,Nay,Yea,Nay,Nay,,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,,Not Voting,1919-12-20,0,,unknown,hr10453,,,,unknown
Nay,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Yea,,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,,,Nay,Nay,Yea,Yea,Not Voting,Nay,,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Not Voting,1919-12-20,0,,unknown,hr10453,,,,unknown
Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Nay,,,Yea,Yea,Yea,Nay,Not Voting,Nay,,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,,Not Voting,1919-12-20,0,,unknown,sres263,,,,unknown
Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,,,Not Voting,Nay,Yea,Nay,Nay,Nay,,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,,Not Voting,1920-01-12,0,,unknown,hr3184,,,,unknown
Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Yea,,,Nay,Nay,Yea,Not Voting,Nay,Nay,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,1920-01-13,0,,unknown,hr3184,,,,unknown
Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Yea,,,Not Voting,Nay,Nay,Yea,Not Voting,Yea,,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Nay,,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,1920-01-13,0,,unknown,hr3184,,,,unknown
Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,,,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Nay,,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,,Yea,1920-01-14,0,,unknown,hr3184,,,,unknown
Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,,,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,,Yea,1920-01-15,0,,unknown,hr3184,,,,unknown
Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,,,Nay,Nay,Yea,Not Voting,Nay,Nay,,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,1920-01-15,0,,unknown,hr3184,,,,unknown
Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,,,Not Voting,Yea,Yea,Yea,Nay,Nay,,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,,Nay,1920-01-22,0,,unknown,sres285,,,,unknown
Yea,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,,,Not Voting,Nay,Nay,Nay,Yea,Yea,,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Nay,,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,,Not Voting,1920-01-22,0,,unknown,sres287,,,,unknown
Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,,Not Voting,Yea,Not Voting,Yea,Nay,Yea,,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Yea,1920-01-23,0,,unknown,s3315,,,,unknown
Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,,,Not Voting,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Yea,1920-01-23,0,,unknown,s3315,,,,unknown
Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,,,Nay,Nay,Nay,Nay,Yea,Yea,,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Nay,,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,,Nay,1920-01-26,0,,unknown,s3315,,,,unknown
Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,,,Not Voting,Nay,Nay,Nay,Yea,Yea,,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,,Nay,1920-01-26,0,,unknown,s3315,,,,unknown
Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Yea,,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,,,Not Voting,Nay,Yea,Yea,Nay,Nay,,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Yea,,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Yea,1920-01-26,0,,unknown,s3315,,,,unknown
Nay,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,,,Nay,Yea,Yea,Not Voting,Nay,Nay,,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,,Not Voting,1920-01-27,0,,unknown,sres285,,,,unknown
Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,,,Not Voting,Yea,Nay,Nay,Nay,Yea,,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,,Not Voting,1920-01-27,0,,unknown,s3383,,,,unknown
Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,,,Not Voting,Yea,Nay,Yea,Yea,Yea,,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,,Nay,1920-01-27,0,,unknown,s3383,,,,unknown
Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,,,Yea,Not Voting,Not Voting,Nay,Yea,Yea,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,1920-02-03,0,,unknown,s3383,,,,unknown
Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,,,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,1920-02-03,0,,unknown,s3383,,,,unknown
