A000048,A000322,B000022,B000248,B000340,B000413,B000642,B000734,B000835,B000861,B000872,B001173,C000233,C000250,C000324,C000332,C000466,C000482,C000501,C000753,D000113,D000117,D000156,D000270,D000367,D000394,D000396,D000457,D000476,F000063,F000140,F000174,F000248,F000251,G000146,G000540,H000034,H000121,H000827,H000988,J000046,J000221,J000229,K000217,M000084,M000096,M000216,M000596,M000650,M000731,M001015,N000140,P000161,P000277,P000299,P000506,R000184,R000518,S000216,S000261,S000362,S000621,S000682,S000760,S000942,S001068,T000319,U000011,U000025,W000005,W000055,W000274,W000349,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Nay,Yea,Nay,Nay,Yea,,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,,Yea,Nay,Not Voting,,Not Voting,Not Voting,,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,,Not Voting,Nay,Nay,,,Nay,Nay,Not Voting,Not Voting,Nay,,Nay,,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,,Nay,Nay,Nay,,Yea,Yea,Nay,,1853-02-25,0,,unknown,hr336,,,,
Nay,Yea,Yea,Yea,Not Voting,,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,,Nay,Yea,Yea,,Not Voting,Not Voting,,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,,Not Voting,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,,Not Voting,Nay,Nay,,,Yea,Nay,Not Voting,Not Voting,Nay,,Yea,,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,,Yea,Nay,Nay,,1853-02-25,0,,unknown,hr336,,,,
Yea,Not Voting,Yea,Nay,Yea,,Yea,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Yea,,Not Voting,Yea,,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Nay,,Yea,Nay,Nay,,,Yea,Yea,Nay,Nay,Nay,,Nay,,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,,Yea,Not Voting,Nay,,Yea,Yea,Yea,,1853-02-25,0,,unknown,hr336,,,,
Nay,Not Voting,Nay,Not Voting,Nay,,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,,Yea,Yea,Yea,,Not Voting,Yea,,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,,Nay,Nay,Nay,,,Nay,Nay,Nay,Not Voting,Nay,,Nay,,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Nay,,Yea,Yea,Nay,,1853-02-25,0,,unknown,hr336,,,,
Not Voting,Not Voting,Yea,Not Voting,Yea,,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,,Nay,Nay,Yea,,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,,Nay,Not Voting,Nay,,,Yea,Yea,Nay,Yea,Nay,,Yea,,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,,Nay,Not Voting,Yea,,Nay,Nay,Yea,,1853-02-25,0,,unknown,hr336,,,,
Not Voting,Not Voting,Yea,Nay,Yea,,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,,Yea,Nay,Yea,,Not Voting,Not Voting,,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,,Yea,Not Voting,Nay,,,Yea,Yea,Nay,Yea,Nay,,Yea,,Nay,Yea,Nay,Yea,Yea,Nay,Nay,,Nay,Not Voting,Yea,,Nay,Yea,Yea,,1853-02-25,0,,unknown,hr336,,,,
Not Voting,Not Voting,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,,Yea,Yea,Yea,,Not Voting,Not Voting,,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,,Yea,Not Voting,Nay,,,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,Yea,Yea,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,,Yea,Not Voting,Yea,,1853-02-25,0,,unknown,hr336,,,,
Not Voting,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,,Nay,Nay,Yea,,Not Voting,Not Voting,,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,,Nay,Not Voting,Nay,,,Yea,Yea,Nay,Yea,Nay,,Nay,,Nay,Yea,Nay,Yea,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,,1853-02-25,0,,unknown,hr336,,,,
Nay,Yea,Yea,Yea,Yea,,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,,Nay,Nay,Yea,,Not Voting,Yea,,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Not Voting,Yea,Nay,,,Yea,Yea,Nay,Yea,Not Voting,,Not Voting,,Nay,Yea,Nay,Yea,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,,1853-02-26,0,,unknown,hr336,,,,
Nay,Nay,Nay,Yea,Nay,,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,,Not Voting,Yea,Nay,,Not Voting,Nay,,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,,Yea,Nay,Yea,,,Nay,Nay,Yea,Nay,Yea,,Not Voting,,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,,Yea,,Nay,,Yea,Yea,Nay,,1853-02-26,0,,unknown,hr336,,,,
Yea,Not Voting,Nay,Not Voting,Not Voting,,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,,Yea,Nay,Yea,,Not Voting,Not Voting,,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,,Not Voting,Yea,Yea,,,Yea,Nay,Nay,Not Voting,Yea,,Nay,,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,,Nay,,Nay,,Nay,Nay,Nay,,1853-02-26,0,,unknown,hr337,,,,
Yea,Nay,Yea,Not Voting,Nay,,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Nay,,Nay,Nay,Not Voting,,Not Voting,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,,Nay,Nay,Yea,,,Yea,Nay,Not Voting,Not Voting,Not Voting,,Yea,,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,,Nay,Nay,Nay,,1853-02-26,0,,unknown,hr337,,,,
Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,,Nay,Yea,Not Voting,,Not Voting,Yea,,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,,Yea,Yea,Not Voting,,,Yea,Yea,Not Voting,Yea,Yea,,Yea,,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,,Yea,,Nay,,Nay,Yea,Nay,,1853-02-28,0,,unknown,hr337,,,,
Nay,Nay,Yea,Nay,Not Voting,,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,,Yea,Nay,Not Voting,,Not Voting,Yea,,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Yea,,,Nay,Yea,Nay,Not Voting,Nay,,Yea,,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,,Yea,,Not Voting,,Nay,Yea,Nay,,1853-02-28,0,,unknown,hr337,,,,
Yea,Yea,Nay,Yea,Nay,,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,,Yea,Yea,Yea,,Not Voting,Yea,,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Yea,,Nay,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Yea,,Yea,Nay,Yea,,,Nay,Yea,Not Voting,Yea,Not Voting,,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Yea,,Yea,,Nay,,Nay,Yea,Nay,,1853-02-28,0,,unknown,hr337,,,,
Nay,Not Voting,Nay,Yea,Yea,,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,,Yea,Nay,Yea,,Not Voting,Yea,,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,,Yea,Yea,Not Voting,Yea,Nay,,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,,Yea,,Nay,Nay,Yea,,1853-02-28,0,,unknown,hr337,,,,
Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Nay,Nay,Yea,,Not Voting,Not Voting,,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Yea,,Yea,Nay,Nay,,,Nay,Nay,Nay,Not Voting,Yea,,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,,Yea,,Nay,,Nay,Yea,Not Voting,,1853-02-28,0,,unknown,hr337,,,,
Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,Yea,,Not Voting,Not Voting,,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Nay,Yea,,,Nay,Yea,Nay,Not Voting,Yea,,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Nay,,Yea,,Nay,,Nay,Yea,Yea,,1853-02-28,0,,unknown,hr337,,,,
Not Voting,Not Voting,Nay,Not Voting,Yea,,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,,Yea,Yea,Yea,,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Not Voting,Nay,,,Yea,Nay,Nay,Not Voting,Yea,,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Nay,,Nay,,Yea,Not Voting,Yea,,1853-02-28,0,,unknown,hr337,,,,
Nay,Not Voting,Nay,Yea,Yea,,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,,Nay,Not Voting,Nay,,,Yea,Nay,Nay,Yea,Nay,,Yea,,Nay,Nay,Yea,Nay,Yea,Yea,Yea,,Nay,,Yea,,Yea,Nay,Yea,,1853-02-28,0,,unknown,,,,,
Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,,Not Voting,Nay,,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Yea,,Nay,Yea,Yea,,,Nay,Not Voting,Nay,Nay,Nay,,Nay,,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,,Yea,,Nay,,Nay,Yea,Yea,,1853-03-01,0,,unknown,hr337,,,,
Not Voting,Yea,Yea,Not Voting,Yea,,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,,Yea,Yea,Yea,,Not Voting,Nay,,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Nay,,,Yea,Nay,Yea,Not Voting,Not Voting,,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,,Nay,,Yea,Yea,Yea,,1853-03-01,0,,unknown,hr337,,,,
Nay,Nay,Yea,Yea,Not Voting,,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,,Yea,Yea,Yea,,Not Voting,Nay,,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,,Yea,Not Voting,Nay,,,Yea,Nay,Nay,Yea,Nay,,Nay,,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,,Yea,,Nay,,Nay,Nay,Nay,,1853-03-01,0,,unknown,hr337,,,,
Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,,Not Voting,Nay,Nay,,Not Voting,Yea,,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,,Nay,Not Voting,Yea,,,Not Voting,Yea,Nay,Yea,Nay,,Nay,,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,,Nay,,Nay,,Yea,Yea,Nay,,1853-03-01,0,,unknown,hr337,,,,
Nay,Nay,Yea,Yea,Not Voting,,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,,Not Voting,Nay,Yea,,Not Voting,Yea,,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,,Yea,Not Voting,Yea,,,Yea,Nay,Not Voting,Nay,Nay,,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,,Yea,,Yea,,Nay,Nay,Nay,,1853-03-01,0,,unknown,hr337,,,,
Not Voting,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,,Not Voting,Nay,Nay,,Not Voting,Nay,,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,,,Nay,Yea,Yea,Not Voting,Yea,,Yea,,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,,Nay,,Nay,,Nay,Not Voting,Yea,,1853-03-01,0,,unknown,hr337,,,,
Not Voting,Yea,Nay,Not Voting,Yea,,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,,Not Voting,Yea,Yea,,Not Voting,Not Voting,,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,,Yea,Not Voting,Nay,,,Yea,Nay,Yea,Nay,Yea,,Yea,,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,,Yea,,Yea,,Not Voting,Nay,Yea,,1853-03-01,0,,unknown,,,,,
Not Voting,Yea,Nay,Nay,Not Voting,,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,,Not Voting,Yea,Yea,,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,Not Voting,Nay,,,Yea,Nay,Yea,Not Voting,Nay,,Yea,,Nay,Nay,Yea,Nay,Yea,Yea,Yea,,Yea,,Yea,,Not Voting,Nay,Nay,,1853-03-01,0,,unknown,,,,,
Not Voting,Yea,Nay,Nay,Not Voting,,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,,Not Voting,Yea,Yea,,Not Voting,Yea,,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,,Nay,Not Voting,Nay,,,Yea,Nay,Yea,Not Voting,Nay,,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,,Yea,,Yea,,Not Voting,Nay,Nay,,1853-03-01,0,,unknown,,,,,
Not Voting,Nay,Yea,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,,Not Voting,Nay,Nay,,Not Voting,Not Voting,,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,,Not Voting,Not Voting,Nay,,,Yea,Yea,Nay,Yea,Not Voting,,Yea,,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Nay,,Nay,,Nay,,Not Voting,Nay,Yea,,1853-03-01,0,,unknown,hr337,,,,
Not Voting,Nay,Yea,Nay,Not Voting,,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Nay,,Not Voting,Nay,Yea,,Not Voting,Not Voting,,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,,Not Voting,Not Voting,Nay,,,Yea,Yea,Nay,Not Voting,Not Voting,,Yea,,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,,Nay,,Yea,,Not Voting,Nay,Yea,,1853-03-01,0,,unknown,hr337,,,,
Not Voting,Yea,Nay,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,,Not Voting,Nay,Nay,,Not Voting,Not Voting,,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,,Not Voting,Not Voting,Yea,,,Nay,Yea,Nay,Nay,Not Voting,,Nay,,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,,Nay,,Nay,,Not Voting,Nay,Nay,,1853-03-01,0,,unknown,hr337,,,,
Not Voting,Not Voting,Nay,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,,Not Voting,Not Voting,Nay,,,Not Voting,Nay,Nay,Not Voting,Not Voting,,Not Voting,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,,Not Voting,,Not Voting,Nay,Nay,,1853-03-01,0,,unknown,,,,,
Not Voting,Not Voting,Nay,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,,Nay,Yea,Not Voting,,Not Voting,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,,Not Voting,Not Voting,Nay,,,Not Voting,Nay,Nay,Not Voting,Not Voting,,Not Voting,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Yea,,Not Voting,,Not Voting,Nay,Nay,,1853-03-01,0,,unknown,,,,,
Not Voting,Not Voting,Yea,Yea,Not Voting,,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,,Nay,Yea,Not Voting,,Not Voting,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,,Not Voting,Not Voting,Nay,,,Not Voting,Nay,Nay,Not Voting,Not Voting,,Not Voting,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Yea,,Not Voting,,Not Voting,Yea,Yea,,1853-03-01,0,,unknown,,,,,
Yea,Yea,Not Voting,Yea,Nay,,Yea,Yea,Yea,Yea,,Not Voting,Yea,,Nay,Yea,Not Voting,,Not Voting,Nay,,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,,Yea,Nay,Not Voting,,,Nay,Nay,Nay,Nay,Yea,,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,,Nay,,Not Voting,Yea,Yea,,1853-03-02,0,,unknown,hr337,,,,
Nay,Yea,Nay,Nay,Nay,,Yea,Nay,Nay,Nay,,Not Voting,Yea,,Nay,Yea,Not Voting,,Not Voting,Nay,,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,,Yea,Nay,Not Voting,,,Nay,Yea,Nay,Nay,Nay,,Nay,,Yea,Yea,Nay,Yea,Nay,Nay,Nay,,Yea,,Nay,,Not Voting,Nay,Yea,,1853-03-02,0,,unknown,hr337,,,,
Nay,Yea,Nay,Nay,Yea,,Yea,Nay,Yea,Nay,,Nay,Not Voting,,Nay,Yea,Not Voting,,Not Voting,Not Voting,,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,,Yea,Not Voting,Not Voting,,,Nay,Nay,Nay,Nay,Not Voting,,Nay,,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,,Yea,,Nay,,Not Voting,Yea,Yea,,1853-03-02,0,,unknown,hr337,,,,
Nay,Yea,Yea,Nay,Nay,,Nay,Yea,Not Voting,Not Voting,,Not Voting,Yea,,Not Voting,Yea,Yea,,Not Voting,Not Voting,,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,,Not Voting,Nay,Nay,,,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,,Yea,,Not Voting,,Yea,Yea,Yea,,1853-03-02,0,,unknown,hr350,,,,
Not Voting,Yea,Nay,Nay,Nay,,Nay,Nay,Yea,Yea,,Nay,Yea,,Not Voting,Yea,Yea,,Not Voting,Yea,,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,,Nay,Not Voting,Nay,,,Not Voting,Nay,Yea,Not Voting,Yea,,Nay,,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,,Yea,,Not Voting,,Yea,Not Voting,Yea,,1853-03-02,0,,unknown,hr353,,,,
Not Voting,Yea,Yea,Not Voting,Yea,,Nay,Nay,Nay,Nay,,Not Voting,Not Voting,,Not Voting,Nay,Nay,,Not Voting,Not Voting,,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,,Yea,Yea,Nay,,,Nay,Yea,Yea,Nay,Nay,,Nay,,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,,Nay,,Nay,,Nay,Yea,Yea,,1853-03-02,0,,unknown,hr342,,,,
Not Voting,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Yea,,Yea,Not Voting,,Yea,Yea,Yea,,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,,,Yea,Nay,Nay,Yea,Yea,,Yea,,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,,Yea,,Yea,,Yea,Nay,Nay,,1853-03-02,0,,unknown,,,,,
Not Voting,Yea,Not Voting,Nay,Nay,,Nay,Nay,Yea,Yea,,Yea,Not Voting,,Yea,Yea,Yea,,Not Voting,Yea,,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,,,Yea,Nay,Yea,Yea,Yea,,Yea,,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,,Yea,,Yea,,Yea,Nay,,,1853-03-02,0,,unknown,,,,,
Not Voting,Nay,Yea,Yea,Yea,,Yea,Not Voting,Nay,Nay,,Yea,Nay,,Yea,Not Voting,Not Voting,,Not Voting,Nay,,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,,Yea,Yea,Nay,,,Yea,Not Voting,Nay,Nay,Nay,,Not Voting,,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,,Nay,,Not Voting,,Not Voting,Yea,,,1853-03-03,0,,unknown,hr342,,,,
Not Voting,Yea,Nay,Yea,Yea,,Nay,Yea,Yea,Yea,,Yea,Yea,,Nay,Yea,Not Voting,,Not Voting,Yea,,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,Not Voting,Yea,,,Yea,Yea,Nay,Yea,Yea,,Yea,,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Yea,,Yea,,Yea,Not Voting,,,1853-03-03,0,,unknown,hr335,,,,
