A000003,A000030,A000099,A000140,A000142,A000146,A000230,A000273,A000275,B000056,B000087,B000103,B000131,B000228,B000258,B000306,B000512,B000566,B000583,B000808,B000947,B000983,B000986,B001042,B001152,B001160,B001181,B001190,C000095,C000123,C000222,C000399,C000449,C000482,C000553,C000571,C000716,C000851,C000891,C000942,C000967,C000976,C001020,C001024,D000026,D000059,D000087,D000238,D000287,D000322,D000477,E000007,E000040,E000070,E000080,E000083,E000209,E000230,F000052,F000144,F000221,F000242,F000246,F000269,F000281,F000413,F000416,G000077,G000324,G000398,G000494,G000496,G000539,H000006,H000051,H000072,H000076,H000184,H000415,H000470,H000494,H000542,H000558,H000574,H000602,H000659,H000739,H000761,H000806,J000010,J000129,J000142,J000218,J000228,K000093,K000125,K000227,K000230,L000112,L000314,L000337,L000354,L000362,L000483,L000527,M000033,M000079,M000124,M000221,M000377,M000383,M000396,M000535,M000544,M000625,M000632,M000642,M000657,M000676,M000853,M000872,M000913,M000916,M000920,M001019,M001023,M001109,N000018,N000035,N000036,N000078,O000142,P000060,P000072,P000128,P000183,P000294,P000316,P000354,P000358,P000367,P000394,Q000005,R000047,R000054,R000151,R000181,R000207,R000217,R000235,R000263,R000322,R000403,R000456,R000519,S000026,S000089,S000246,S000254,S000307,S000411,S000414,S000494,S000497,S000516,S000518,S000559,S000609,S000646,S000685,S000882,S000976,S001002,S001010,S001022,S001023,T000042,T000091,T000132,T000300,T000303,T000343,T000372,T000397,T000402,T000450,U000003,U000024,V000055,V000059,W000048,W000050,W000078,W000150,W000293,W000421,W000510,W000527,W000703,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,,Nay,Yea,Yea,Yea,,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Nay,,Not Voting,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,1821-01-22,0,,unknown,hr180,,,,
Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Nay,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Nay,,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Nay,,Yea,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,,Not Voting,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,1821-01-23,0,,unknown,hr180,,,,
Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,,Yea,,Nay,Yea,Yea,Yea,,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Nay,,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,,Yea,Yea,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Nay,,Not Voting,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,,Not Voting,Nay,Not Voting,,Not Voting,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,1821-01-23,0,,unknown,hr93,,,,
Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Yea,,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,,Nay,,Yea,Nay,Nay,Nay,,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Nay,,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Yea,Nay,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,,Not Voting,Nay,,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Nay,,Yea,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,1821-01-23,0,,unknown,hr93,,,,
Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,Nay,Not Voting,Not Voting,,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,1821-01-24,0,,unknown,,,,,
Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,,Nay,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,,Nay,,Not Voting,Yea,Yea,Nay,,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,,Yea,Yea,Not Voting,Yea,Nay,,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,,Yea,Yea,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,,Yea,Not Voting,Not Voting,,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,1821-01-25,0,,unknown,,,,,
Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Not Voting,,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,,Nay,,Not Voting,Yea,Nay,Nay,,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,,Nay,Yea,Not Voting,Nay,Nay,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,,Yea,Yea,,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Yea,,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Yea,,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,,Yea,Not Voting,Not Voting,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Nay,1821-01-31,0,,unknown,s6,,,,
Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,,Yea,,Nay,Nay,Nay,Nay,,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,,Yea,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Yea,,Nay,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,,Nay,Nay,Yea,,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,1821-02-02,0,,unknown,,,,,
Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,,Yea,,Nay,Nay,Nay,Nay,,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,,Yea,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,,Nay,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,,Nay,Nay,Yea,,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,1821-02-02,0,,unknown,,,,,
Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,,Nay,,Yea,Nay,Nay,Nay,,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Nay,,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,,Nay,Yea,Not Voting,Nay,Yea,,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Yea,,Yea,Yea,,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Yea,Not Voting,,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,1821-02-08,0,,unknown,,,,,
Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,,Nay,,Nay,Yea,Yea,Yea,,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,Yea,Yea,,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,,Yea,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,1821-02-09,0,,unknown,hr227,,,,
Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Yea,,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,1821-02-10,0,,unknown,,,,,
Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,,Nay,,Nay,Yea,Yea,Yea,,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Yea,,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,,Yea,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,1821-02-10,0,,unknown,,,,,
Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,,Yea,Nay,Yea,Nay,,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,1821-02-12,0,,unknown,,,,,
Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,,Yea,Yea,Yea,Yea,,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,Yea,Nay,,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,1821-02-12,0,,unknown,,,,,
Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,,Yea,Yea,Yea,Yea,,Nay,,Not Voting,Nay,Not Voting,Yea,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,Yea,Nay,,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,1821-02-12,0,,unknown,,,,,
